"Boundary
Code",Road Code,Road Name,Selection
BC009,R01196LZ,Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),1
BC009,R01197LZ,Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Calanan-Pinukpuk Sect),1
BC009,R01198LZ,Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Pinukpuk-Abbut Sect),1
BC062,R01199LZ,Dugo-Sn Vicente Rd (Mission-Sta Ana Sect),1
BC062,R01200LZ,Cagayan Valley Rd (Magapit-Jct Aparri Airport Sect),1
BC062,R01201LZ,Cagayan Valley Rd (Jct Aparri Airport-Port Sect),1
BC046,R01202LZ,New Luneta,1
BC064,R01203LZ,Santiago-Tuguegarao Rd (Jct Kalinga-Tuguegarao Sect),1
BC011,R01204LZ,Jct Talubin-Barlig-Natonin-Paracelis-Calaccad Rd,1
BC010,R01204LZ,Jct Talubin-Barlig-Natonin-Paracelis-Calaccad Rd,1
BC009,R01205LZ,Rizal Natl Rd (Liwan West-Babalag-Macutay Sect),1
BC009,R01206LZ,Rizal Natl Rd (Liwan West-Macutay Sect Channel),1
BC009,R01207LZ,Rizal National Rd (Romualdez-Santor-Calaocan-Sn Pascual Sect),1
BC009,R01208LZ,Rizal Natl Rd (Babalag-Kinama-Sn Francisco Sect),1
BC009,R01210LZ,Bulo National Rd (Agbannawag-Bulo-Callagdao Sect),1
BC012,R01211LZ,Lubuagan-Batong Buhay-Abra Bdry Rd,1
BC009,R01212LZ,Malalao Natl Rd (Agbannawag-Malalao-Bulo Sect),1
BC009,R01213LZ,Calanan-Enrile Rd (Channelization),1
BC147,R01214LZ,Rolando R. Andaya Highway,1
BC063,R01215LZ,Cagayan-Apayao Rd (Tuao-Rizal Sect),1
BC064,R01215LZ,Cagayan-Apayao Rd (Tuao-Rizal Sect),1
BC064,R01216LZ,Cagayan-Apayao Rd (Tuguegarao Sect),1
BC062,R01217LZ,Manila North Rd (Jct Bangag-Paruddun Sect),1
BC071,R01218LZ,Cordon-Aurora Bdry Rd (Isabela Bdry-Jct Dumabato),1
BC071,R01219LZ,Cordon-Aurora Bdry Rd (Jct Dumabato-Aurora Bdry),1
BC071,R01220LZ,Jct Victoria-Maddela-Alicia-Kasibu Bdry Rd,1
BC071,R01221LZ,Jct Victoria-Maddela-Alicia-Kasibu Bdry Rd (Jct Victoria-Kasibu Bdry),1
BC072,R01222LZ,Nueva Ecija-Aurora Rd (Baler-Cemento Sect),1
BC072,R01223LZ,Baler-Casiguran Rd (Dinadiawan-Casiguran Sect),1
BC030,R01225LZ,Kaybiga Rd,1
BC046,R01226LZ,Liwasan Bonifacio East Over Pass,1
BC046,R01227LZ,Liwasan Bonifacio West Over Pass,1
BC047,R01229LZ,Nagtahan Link Rd 1,1
BC047,R01230LZ,Nagtahan Link Rd 2,1
BC046,R01231LZ,12th St,1
BC013,R01233LZ,South Super H-way East Service Rd,1
BC028,R01233LZ,South Super H-way East Service Rd,1
BC013,R01234LZ,South Super H-way West Service Rd,1
BC048,R01234LZ,South Super H-way West Service Rd,1
BC026,R01234LZ,South Super H-way West Service Rd,1
BC028,R01234LZ,South Super H-way West Service Rd,1
BC025,R01235LZ,Ayala-EDSA Flyover,1
BC025,R01236LZ,EDSA/Magallanes Flyover (South Bound),1
BC026,R01237LZ,EDSA-Ayala Tunnel (North Bound),1
BC025,R01238LZ,EDSA-Ayala Tunnel (South Bound),1
BC026,R01239LZ,EDSA-Ayala Tunnel  Wye Length (North Bound),1
BC025,R01240LZ,EDSA-Ayala Tunnel  Wye Length (South Bound),1
BC025,R01241LZ,EDSA-Kalayaan-Fort Bonifacio Flyover (East Bound),1
BC026,R01242LZ,EDSA-Kalayaan-Fort Bonifacio Flyover (West Bound),1
BC025,R01242LZ,EDSA-Kalayaan-Fort Bonifacio Flyover (West Bound),1
BC026,R01243LZ,Kalayaan-EDSA Flyover,1
BC025,R01244LZ,South Super Highway (Buendia Flyover),1
BC026,R01245LZ,South Super Highway NB (Magallanes Flyover ),1
BC025,R01246LZ,South Super Highway SB (Magallanes Flyover),1
BC013,R01247LZ,Zapote-Alabang Y-Length,1
BC014,R01248LZ,Zapote-Alabang Flyover,1
BC113,R01249LZ,Abuyon-Buenavista Rd,1
BC048,R01250LZ,Roxas Blvd-EDSA  Flyover,1
BC048,R01251LZ,EDSA-Tramo Flyover,1
BC048,R01252LZ,Roxas Blvd-Gil Puyat Flyover,1
BC048,R01253LZ,Sales St.,1
BC088,R01254LZ,Concepcion-Capas Rd,1
BC087,R01254LZ,Concepcion-Capas Rd,1
BC088,R01256LZ,Victoria-La Paz Rd,1
BC090,R01256LZ,Victoria-La Paz Rd,1
BC089,R01257LZ,Ramos-Pura Rd,1
BC089,R01258LZ,Anao-Ramos Rd,1
BC088,R01259LZ,Concepcion - La Paz Rd,1
BC090,R01260LZ,Victoria - Pura Rd,1
BC089,R01260LZ,Victoria - Pura Rd,1
BC089,R01261LZ,Moncada-Anao Rd,1
BC082,R01262LZ,Sta Rosa-Fort Magsaysay Rd,1
BC087,R01263LZ,Dau/NLEX-MNR Rd,1
BC043,R01265LZ,Regalado Ave (South),1
BC019,R01266LZ,C5- Ortigas Flyover,1
BC019,R01267LZ,C-5 Ortigas Interchange,1
BC018,R01268LZ,EDSA-Shaw Flyover,1
BC019,R01269LZ,Ortigas-C5 Flyover,1
BC019,R01270LZ,Old Capitol Building Rd,1
BC018,R01271LZ,Pioneer - Boni Tunnel,1
BC019,R01272LZ,Road Around Pasig Market Road (Concepcion St.),1
BC022,R01273LZ,C-5 Service Rd,1
BC023,R01274LZ,Taguig Public Market Road,1
BC023,R01275LZ,Taguig-Sta. Ana Road,1
BC023,R01276LZ,Tipas-Napindan Rd,1
BC018,R01277LZ,EDSA/Ortigas Flyover,1
BC018,R01278LZ,EDSA/Shaw Underpass,1
BC018,R01279LZ,EDSA/Ortigas Interchange,1
BC036,R01280LZ,Gen. Solano St.,1
BC033,R01281LZ,Legarda Flyover,1
BC037,R01282LZ,Rodriguez St,1
BC037,R01283LZ,Perla St.,1
BC037,R01285LZ,Sta. Maria St.,1
BC037,R01286LZ,Ugbo St.,1
BC004,R01287LZ,Baguio Gen. Hospital Flyover,1
BC036,R01288LZ,Nagtahan Bridge / Fly-Over,1
BC036,R01289LZ,Bagumbayan St.,1
BC035,R01290LZ,Carriedo St,1
BC044,R01292LZ,Kamias Rd,1
BC045,R01293LZ,Roxas Ave,1
BC044,R01294LZ,Camp Aguinaldo Rd Network,1
BC045,R01295LZ,Camp Came Rd Network,1
BC045,R01296LZ,MVO Rd Network,1
BC045,R01297LZ,V. Luna Rd Network,1
BC044,R01298LZ,C-5 (Katipunan/Aurora Flyover),1
BC044,R01299LZ,C-5 (Katipunan/Boni Serrano Tunnel),1
BC044,R01300LZ,C-5 (Boni Serrano Flyover),1
BC045,R01301LZ,Quezon Ave Underpass,1
BC038,R01301LZ,Quezon Ave Underpass,1
BC045,R01302LZ,EDSA/Quezon Ave Flyover,1
BC045,R01303LZ,EDSA/Kamuning Flyover,1
BC044,R01303LZ,EDSA/Kamuning Flyover,1
BC045,R01304LZ,Cubao Underpass,1
BC044,R01304LZ,Cubao Underpass,1
BC045,R01305LZ,EDSA/P. Tuazon Underpass,1
BC044,R01305LZ,EDSA/P. Tuazon Underpass,1
BC045,R01306LZ,EDSA/Santolan Flyover,1
BC044,R01306LZ,EDSA/Santolan Flyover,1
BC033,R01308LZ,Domingo Santiago St.,1
BC037,R01309LZ,Del Pan Ext. Rd,1
BC036,R01310LZ,Lubiran St.,1
BC040,R01311LZ,Quirino Hi-way,1
BC043,R01311LZ,Quirino Hi-way,1
BC074,R01312LZ,Enrique A. Garcia Ave.,1
BC011,R01313LZ,Dantay-Sagada Rd,1
BC071,R01314LZ,NRJ Villa Sur-San Pedro-Cabua-an-Ysmael-Disimungal Rd,1
BC094,R01315LZ,Bolboc Flyover and Approaches,1
BC094,R01316LZ,Bolboc Access Road,1
BC319,R01317LZ,Bagac-Mariveles Rd,1
BC036,R01318LZ,Nicanor Padilla,1
BC097,R01323LZ,Lipa City - Alaminos Rd,1
BC096,R01323LZ,Lipa City - Alaminos Rd,1
BC110,R01323LZ,Lipa City - Alaminos Rd,1
BC321,R01324LZ,IBP-San Mateo Rd,1
BC039,R01324LZ,IBP-San Mateo Rd,1
BC040,R01325LZ,Central Avenue,1
BC039,R01326LZ,Payatas Rd,1
BC062,R01327LZ,San Vicente-Gutan-Lubac-Anguib Rd,1
BC005,R01328LZ,Shilan-Beckel Rd,1
BC102,R01329LZ,Kawit-Noveleta-Diversion Rd,1
BC111,R01330LZ,Mauban-Tignoan Rd,1
BC080,R01331LZ,San Jose City-Rizal Rd via Pinili-Porais-Villa Joson (Palarilla) Rd,1
BC088,R01332LZ,Capas-San Jose-Mayantoc-Malacampa Rd,1
BC090,R01332LZ,Capas-San Jose-Mayantoc-Malacampa Rd,1
BC089,R01332LZ,Capas-San Jose-Mayantoc-Malacampa Rd,1
BC008,R01333LZ,Ubao-Taang Road,1
BC033,R01334LZ,M. Earnshaw St,1
BC017,R01335LZ,Gil Fernando Ave.,1
BC052,R01336LZ,Alilem-Sugpon-Sudipen Rd,1
BC053,R01336LZ,Alilem-Sugpon-Sudipen Rd,1
BC008,R01337LZ,Alfonso Lista - Aurora Bdry. Rd,1
BC004,R01338LZ,Magsaysay Ave. (Trinidad Rd),1
BC078,R01413LZ,Muzon-Tungkong Manga Rd,1
BC090,R01414LZ,Tarlac City-Sn Jose via Tibag-Burgos Rd,1
BC133,R01415MN,Jct Polo-Dapitan Park Natl Rd,1
BC133,R01416MN,Gilbert & Aviles St National Rd,1
BC133,R01417MN,Dipolog-Oroquieta National Rd,1
BC131,R01417MN,Dipolog-Oroquieta National Rd,1
BC133,R01418MN,Jct Pulauan Port Rd,1
BC133,R01419MN,Ilaya-Isis-Polanco Rd,1
BC133,R01420MN,Dipolog-Polanco-Piñan-Jct Oroquieta Rd,1
BC131,R01420MN,Dipolog-Polanco-Piñan-Jct Oroquieta Rd,1
BC133,R01421MN,Rizal-Dakak-Dapitan Coastal Loop Rd,1
BC131,R01422MN,Old Airport Rd,1
BC131,R01424MN,Jct South Airport Rd,1
BC133,R01425MN,Polanco-Macleodes Rd,1
BC131,R01428MN,Dipolog-Sindangan-Liloy Rd,1
BC134,R01429MN,Jct Blancia-Molave-Josefina Rd,1
BC134,R01430MN,Jct Aurora-Ozamis City Rd,1
BC134,R01431MN,Jct Switch-Jct Monte Alegre Rd,1
BC134,R01432MN,Jct Aurora-Monte Alegre-Jct Labangan Rd,1
BC134,R01433MN,Lanao-Pagadian-Zamboanga City Rd,1
BC152,R01434LZ,Bacon-Sawanga-Prieto Diaz Rd,1
BC153,R01434LZ,Bacon-Sawanga-Prieto Diaz Rd,1
BC135,R01435MN,Jct Dumalinao-Margosatubig Rd,1
BC153,R01436LZ,Cumadcad-San Isidro Rd,1
BC135,R01436MN,Jct Tubod-Lakewood Rd,1
BC144,R01437LZ,Manguiring-Cagsao-Cabanbanan Rd,1
BC132,R01437MN,Liloy-Ipil Rd,1
BC144,R01438LZ,Manguiring-Tomagodtod-Sibobo Rd,1
BC137,R01438MN,Ipil-Liloy-Sindangan Rd,1
BC143,R01439LZ,Milaor-Minalabac-Pili Rd,1
BC144,R01439LZ,Milaor-Minalabac-Pili Rd,1
BC137,R01439MN,Ipil-Magdaup Wharf Rd,1
BC142,R01440LZ,Pres. Cory C. Aquino Blvd (Bagasbas Blvd),1
BC136,R01440MN,Diplahan Jct-Malangas Port Rd,1
BC064,R01441LZ,Cagayan Valley Regional Center Rd,1
BC136,R01441MN,Jct Imelda-Alicia Rd,1
BC057,R01442LZ,Judge Jose De Venecia Boulevard Ext'n Rd,1
BC132,R01442MN,Liloy-Siocon Rd,1
BC318,R01442MN,Liloy-Siocon Rd,1
BC057,R01443LZ,Judge Jose De Venecia Service Rd,1
BC318,R01443MN,Siocon-Sirawai Rd,1
BC064,R01444LZ,Tuguegarao City Airport Rd,1
BC129,R01444MN,Gov Camins Rd,1
BC064,R01445LZ,Tuguegarao Bypass Rd,1
BC129,R01445MN,Edwin Andrews Airbase Rd,1
BC062,R01446LZ,Baybayog-Baggao-Dalin-Sta. Margarita Rd,1
BC129,R01446MN,Airport Road,1
BC003,R01447LZ,Apayao-Ilocos Norte Rd,1
BC002,R01447LZ,Apayao-Ilocos Norte Rd,1
BC129,R01447MN,Veterans Ave,1
BC040,R01448LZ,MNR Div. Service Rd,1
BC129,R01448MN,Gen V Alvarez St,1
BC040,R01449LZ,Mindanao Ave. Underpass,1
BC129,R01449MN,Rizal St (Dual),1
BC026,R01450LZ,Edsa-Kalayaan-Fort Bonifacio Flyover,1
BC129,R01450MN,Rizal St,1
BC025,R01451LZ,Edsa-Magallanes Flyover,1
BC129,R01451MN,NS Valderosa St,1
BC046,R01452LZ,Quezon Blvd Extn,1
BC129,R01452MN,Wharf Rd,1
BC105,R01453LZ,Cavitex-McDonald-Aguinaldo Rd,1
BC105,R01454LZ,Cavitex to Zapote-Alabang Flyover,1
BC129,R01454MN,Zamboanga City-Labuan-Limpapa Rd,1
BC105,R01455LZ,Longos Coastal Flyover Plus 1st Approach Rd.,1
BC129,R01455MN,RT Lim Blvd (Dual),1
BC105,R01456LZ,McDonald Jct-Aguinaldo NSR to Cavitex,1
BC129,R01456MN,Southern Command Main Rd,1
BC105,R01457LZ,Zapote-Alabang Flyover to Cavitex,1
BC129,R01457MN,Southern Command Main Rd Loop,1
BC129,R01458MN,Southern Support Command Rd,1
BC085,R01459LZ,Friendship Circum Rd (West Circum Rd),1
BC087,R01459LZ,Friendship Circum Rd (West Circum Rd),1
BC129,R01459MN,Old Rd (Ayala-Talisayan),1
BC105,R01460LZ,Manila-Cavite (NCR Bdry-Jct Cavite City Sect),1
BC102,R01460LZ,Manila-Cavite (NCR Bdry-Jct Cavite City Sect),1
BC129,R01460MN,Sn Ramon Penal Colony Rd,1
BC020,R01461LZ,Bayanbayan Ave,1
BC020,R01462LZ,Gen Ordoñez St,1
BC010,R01463LZ,Mt. Province-Isabela Rd,1
BC132,R01463MN,Liloy-Lamao Port Rd,1
BC004,R01464LZ,Eastern Link Circumferential Rd,1
BC004,R01465LZ,Western Link Circumferential Rd,1
BC131,R01465MN,Katipunan By-Pass Rd,1
BC004,R01466LZ,Rimando-Ambiong Rd,1
BC005,R01467LZ,"Asin (Km 8)-Nangalisan-Sn Pascual, Tuba, Benguet-La Union Bdry Rd",1
BC132,R01467MN,Sindangan-Liloy Rd,1
BC005,R01468LZ,Tawang-Ambiong Rd,1
BC134,R01468MN,Pagadian City Wharf Rd,1
BC105,R01469LZ,Marcos Alvarez  Rd,1
BC014,R01469LZ,Marcos Alvarez  Rd,1
BC017,R01470LZ,Katipunan St,1
BC020,R01470LZ,Katipunan St,1
BC132,R01470MN,ZNAC Access Rd,1
BC017,R01471LZ,N Roxas St,1
BC134,R01471MN,Jct Pulacan-Military Camp Rd,1
BC133,R01472MN,Dipolog-Punta-Dansullan-S Osmeña-Zamboanga del Norte/Sur Bdry Rd,1
BC131,R01472MN,Dipolog-Punta-Dansullan-S Osmeña-Zamboanga del Norte/Sur Bdry Rd,1
BC050,R01473LZ,Batac-Paoay Rd,1
BC031,R01474LZ,Pasolo-Rincon Road,1
BC063,R01475LZ,Sampaguita-Warat-La Suerte-Catarauan-Afusing Rd,1
BC062,R01475LZ,Sampaguita-Warat-La Suerte-Catarauan-Afusing Rd,1
BC064,R01475LZ,Sampaguita-Warat-La Suerte-Catarauan-Afusing Rd,1
BC214,R01475MN,Calamba-Baliangao Rd,1
BC064,R01476LZ,Gadu-Carilucud-Nabbotuan-Palao-Macutay Rd,1
BC214,R01476MN,Oroquieta City-Plaridel-Calamba-Sapang Dalaga Rd,1
BC003,R01477LZ,Ayaga-Sta. Marcela-Flora-Lasam Rd,1
BC063,R01477LZ,Ayaga-Sta. Marcela-Flora-Lasam Rd,1
BC214,R01477MN,Oroquieta City-Calamba Mt Rd,1
BC141,R01478LZ,Sta. Elena-Capalonga By Pass Coastal Rd,1
BC214,R01478MN,Plaridel Old Route,1
BC105,R01479LZ,Gen Evangelista Rd,1
BC214,R01479MN,Ozamis City-Oroquieta City Rd,1
BC031,R01480LZ,Canumay-Bignay Rd,1
BC214,R01480MN,Oroquieta-Langcangan Rd,1
BC064,R01481LZ,CVR Regional Govt Center Rd Network,1
BC214,R01481MN,Aloran Old Route,1
BC006,R01482LZ,Kiangan-Tinoc-Buguias Rd,1
BC007,R01482LZ,Kiangan-Tinoc-Buguias Rd,1
BC214,R01482MN,Jimenez Old Route,1
BC081,R01483LZ,Tarlac-Guimba Rd via Victoria,1
BC090,R01483LZ,Tarlac-Guimba Rd via Victoria,1
BC214,R01483MN,Jimenez Port Rd,1
BC055,R01484LZ,Alaminos By-Pass Rd,1
BC215,R01484MN,Ozamis-Oroquieta Rd,1
BC325,R01485LZ,Plaridel Bypass Rd,1
BC075,R01485LZ,Plaridel Bypass Rd,1
BC328,R01485LZ,Plaridel Bypass Rd,1
BC215,R01485MN,Clarin Old Route,1
BC075,R01486LZ,Plaridel Access Rd,1
BC215,R01486MN,Gango-Airport Rd,1
BC215,R01487MN,Ozamis By-Pass Rd,1
BC317,R01488LZ,Ternate-Nasugbu Rd,1
BC093,R01488LZ,Ternate-Nasugbu Rd,1
BC215,R01488MN,Ozamis Port Rd (Dual),1
BC045,R01489LZ,Quezon Ave/Araneta Underpass,1
BC038,R01489LZ,Quezon Ave/Araneta Underpass,1
BC215,R01489MN,Ozamis-Cotta Rd,1
BC026,R01490LZ,EDSA/Guadalupe Cloverleaf Rd,1
BC025,R01490LZ,EDSA/Guadalupe Cloverleaf Rd,1
BC215,R01490MN,Ozamis-Pagadian Rd,1
BC022,R01491LZ,C-5/Sampaguita East & West Interchange,1
BC215,R01491MN,Bagacay Cadre Rd,1
BC025,R01492LZ,EDSA/Magallanes Interchange,1
BC215,R01492MN,Tan Avenue,1
BC035,R01493LZ,J Nepomuceno St,1
BC215,R01493MN,Tangub-Polao Rd,1
BC036,R01494LZ,V Mapa Extension,1
BC215,R01494MN,Tangub-Polao By-Pass Rd,1
BC048,R01495LZ,NAIA Flyover Br,1
BC215,R01495MN,Labuyo-Tangub-Silaya Rd,1
BC146,R01496LZ,"Nabua-Bato-Libon (Tandaay-Buluang, Bato) Rd",1
BC213,R01496MN,Misamis Oriental-Ma Cristina Bdry Rd,1
BC039,R01497LZ,Luzon Avenue,1
BC040,R01497LZ,Luzon Avenue,1
BC044,R01497LZ,Luzon Avenue,1
BC213,R01497MN,H-way Secondary Div Rd,1
BC319,R01498LZ,Mindanao-Luzon Diversion Rd,1
BC213,R01498MN,Tibanga Rd-Pala-o Jct,1
BC112,R01499LZ,Tiaong Bypass Rd,1
BC213,R01499MN,Iligan Jct-South Wharf Rd,1
BC112,R01500LZ,Candelaria Bypass Rd,1
BC213,R01500MN,South Wharf Jct-North Wharf Rd,1
BC138,R01501LZ,Sto. Domingo-Buhatan-Cagraray Circumferential Rd,1
BC213,R01501MN,Luna Extension on Poblacion side,1
BC092,R01502LZ,Subic Bypass Rd,1
BC213,R01502MN,Tambacan Rd-Tubod Natl H-way Jct,1
BC004,R01503LZ,PMA Cut Off Rd 6,1
BC213,R01503MN,Overton-Abaga Bdry Rd,1
BC105,R01504LZ,Molino-Daang Hari Flyover,1
BC213,R01504MN,Overton-Buru-un Bdry Rd,1
BC094,R01505LZ,Batangas City-San Pascual-Bauan Diversion Rd,1
BC095,R01505LZ,Batangas City-San Pascual-Bauan Diversion Rd,1
BC213,R01505MN,Wye Length,1
BC094,R01506LZ,Star Tollway-Pinamacuan Bypass Rd,1
BC211,R01506MN,Iligan City-Marawi City Rd,1
BC252,R01506MN,Iligan City-Marawi City Rd,1
BC100,R01507LZ,Imus-Bacoor Link Rd,1
BC105,R01507LZ,Imus-Bacoor Link Rd,1
BC211,R01507MN,Iligan City-Marawi City Rd via Balo-i Airport,1
BC059,R01508LZ,Binalonan-Laoac-Manaoag-Mangaldan Rd,1
BC211,R01508MN,Iligan City-Marawi City Rd via Bito Abaga Rd,1
BC211,R01509MN,Linamon-Zamboanga Rd,1
BC210,R01509MN,Linamon-Zamboanga Rd,1
BC211,R01510MN,Jct Natl H-way Tubod-Wharf Rd,1
BC211,R01511MN,Tubod-Ganassi Rd,1
BC210,R01512MN,Dobleston-Butadon Rd,1
BC208,R01514MN,Abellanosa Service Rd,1
BC208,R01515MN,Misamis Oriental-Agusan By-Pass Rd,1
BC206,R01516MN,Ticalaan-Iligan Rd (Mamaon-Ragongon Sect),1
BC215,R01517MN,Ozamis Port Rd,1
BC222,R01518MN,Mabuhay-Panalum-Paquibato Rd,1
BC220,R01520MN,Calinan-Baguio-Cadalian Rd,1
BC222,R01521MN,JP Cabaguio Ave,1
BC222,R01522MN,L Garcia St,1
BC221,R01522MN,L Garcia St,1
BC220,R01523MN,Eden-Tagurano Rd,1
BC225,R01524MN,Digos Junction Rd,1
BC237,R01525MN,Dulawan-Marbel Rd,1
BC255,R01526MN,Kidapawan-Allah Junction Rd,1
BC237,R01526MN,Kidapawan-Allah Junction Rd,1
BC238,R01528MN,Isulan Jct-Ninoy Aquino Rd,1
BC237,R01528MN,Isulan Jct-Ninoy Aquino Rd,1
BC238,R01529MN,Awang-Upi-Lebak-Kalamansig-Palimbang-Sarangani Rd,1
BC234,R01530MN,Maitum-Lake Sebu Rd,1
BC229,R01531MN,Makilala-Allah Valley Rd,1
BC230,R01531MN,Makilala-Allah Valley Rd,1
BC230,R01532MN,Matalam-Mlang-Bagontapay Jct Rd,1
BC229,R01533MN,Kidapawan-Calunasan-Mlang Rd,1
BC230,R01533MN,Kidapawan-Calunasan-Mlang Rd,1
BC229,R01534MN,Kidapawan-Ilomavis Tourist Rd,1
BC229,R01535MN,Kidapawan-Magpet-Pangaoan Rd,1
BC229,R01536MN,Magpet-Nowa-Doroluman-Greenfield  Rd,1
BC229,R01537MN,Paco-Roxas-Arakan Valley-Jct Davao-Bukidnon Rd,1
BC255,R01538MN,Bukidnon-Cotabato Rd,1
BC230,R01538MN,Bukidnon-Cotabato Rd,1
BC230,R01539MN,Bukidnon-Cotabato Rd (Kayaga Common Jct),1
BC229,R01541MN,Matalam-Lampayan-Antipas Rd,1
BC230,R01541MN,Matalam-Lampayan-Antipas Rd,1
BC232,R01542MN,Dualing-New Panay-Midsayap Rd,1
BC232,R01543MN,Dualing-Baliki-Silik Rd,1
BC232,R01544MN,Midsayap-Makar Road & Common Jct,1
BC255,R01545MN,Kapinpilan-Lumupog Rd,1
BC230,R01546MN,Banisilan-Guiling-Alamada-Libungan Rd,1
BC232,R01546MN,Banisilan-Guiling-Alamada-Libungan Rd,1
BC229,R01548MN,Davao-Cotabato Rd (Dual),1
BC233,R01550MN,Sinsuat Avenue & Villaeron Sect,1
BC233,R01551MN,Cotabato-Lanao/Davao Rd,1
BC245,R01553MN,Surigao City-Sn Juan Coastal Rd,1
BC245,R01554MN,Surigao Airport Rd,1
BC245,R01555MN,Surigao-Davao Placer By-Pass Rd,1
BC245,R01556MN,Bad-as Cadre Rd,1
BC245,R01557MN,Surigao-Davao Bacuag By-Pass Rd,1
BC245,R01558MN,Jct Capalayan-Cabongbongan Rd,1
BC241,R01560MN,Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,1
BC242,R01560MN,Butuan City-Talacogon-Loreto-Veruela-Sta Josefa Rd,1
BC252,R01564MN,Marawi-Kapa-i Natl Rd,1
BC252,R01565MN,Marawi-Landing Natl Rd,1
BC252,R01566MN,Marawi-Bacung Natl Rd,1
BC252,R01568MN,Marawi Cadre Rd,1
BC252,R01569MN,Marawi-MSU Natl Rd,1
BC255,R01576MN,Awang-Upi-Lebak Rd,1
BC254,R01576MN,Awang-Upi-Lebak Rd,1
BC243,R01578MN,Butuan City-Masao Port Rd Jct-Doongan Bridge,1
BC129,R01579MN,Gov Lim  Ave,1
BC129,R01580MN,RT Lim Blvd,1
BC232,R01581MN,Midsayap-Makar Rd,1
BC255,R01581MN,Midsayap-Makar Rd,1
BC229,R01582MN,Makilala-Allah Valley Rd (Wye Length),1
BC213,R01584MN,Sta Felomina-Bonbonon-Digkilaan-Rogongon Rd,1
BC215,R01587MN,Bonifacio-Don Victoriano Rd,1
BC211,R01588MN,Lala-Salvador-Tubod Rd,1
BC210,R01588MN,Lala-Salvador-Tubod Rd,1
BC218,R01589MN,Nabunturan-Maragusan Rd,1
BC219,R01589MN,Nabunturan-Maragusan Rd,1
BC226,R01591MN,Demoloc-Little Baguio-Alabel Rd,1
BC234,R01591MN,Demoloc-Little Baguio-Alabel Rd,1
BC223,R01592MN,Asuncion-San Isidro-Laak-Veruela Rd,1
BC242,R01592MN,Asuncion-San Isidro-Laak-Veruela Rd,1
BC218,R01592MN,Asuncion-San Isidro-Laak-Veruela Rd,1
BC238,R01593MN,SNA-Lebak-Kalamansig Rd,1
BC131,R01594MN,Sindangan-Bayog-Lakewood Rd,1
BC135,R01594MN,Sindangan-Bayog-Lakewood Rd,1
BC134,R01595MN,Eastern Bobongan-Sominot-Midsalip-Dumingag Rd,1
BC137,R01596MN,Crossing Sta. Clara-Sandayong Rd,1
BC211,R01597MN,Balo-i-Matungao-Linamon Rd,1
BC208,R01598MN,Corrales Extension St. - Port Road,1
BC210,R01599MN,Bacolod-Madalum Highway,1
BC211,R01599MN,Bacolod-Madalum Highway,1
BC211,R01600MN,Lanao del Norte Interior Circum. Rd (LDNICR),1
BC210,R01600MN,Lanao del Norte Interior Circum. Rd (LDNICR),1
BC213,R01600MN,Lanao del Norte Interior Circum. Rd (LDNICR),1
BC137,R01601MN,Imelda-Bayog-Kumalarang-Lapuyan-Margosatubig Rd,1
BC136,R01601MN,Imelda-Bayog-Kumalarang-Lapuyan-Margosatubig Rd,1
BC135,R01601MN,Imelda-Bayog-Kumalarang-Lapuyan-Margosatubig Rd,1
BC133,R01602MN,Piñan-Mutia Rd,1
BC318,R01603MN,Siocon-Sirawai-Sibuco-Limpapa Rd,1
BC252,R01604MN,Gov. Mamintal M. Adiong Sr. National Rd,1
BC220,R01605MN,Magtuod-Calinan Circumferential Rd,1
BC222,R01606MN,Agusan-Davao Corridor Highway (Davao-Bukidnon Section),1
BC222,R01607MN,Bunawan (Jct. Maharlika Highway MN)-Mahayag-Acacia-Indangan-Cabantian-Buhangin Rd,1
BC135,R01608MN,Margosatubig Port Rd,1
BC252,R01701MN,Bumbaran-Talakag Rd,1
BC252,R01702MN,Marawi-Marantao Rd,1
BC252,R01703MN,Marawi-Masiu Rd,1
BC253,R01707MN,Ganassi-Tubod Road,1
BC253,R01708MN,Marawi-Malabang Road,1
BC253,R01709MN,Masiu-Ganassi Road,1
BC252,R01710MN,Bito-Marawi Rd,1
BC252,R01712MN,Marawi-Marcos Blvd Rd,1
BC254,R01713MN,Awang Airport Access Rd,1
BC254,R01714MN,Hi-Way Tamontaka Jct. Tapian Wharf Rd,1
BC254,R01715MN,Hi-Way Taviran Jct. Tuka Wharf Rd,1
BC254,R01716MN,Lamsan-Semuay Jct. Rd,1
BC254,R01717MN,Lansan-Polloc Rd,1
BC254,R01718MN,Parang Wharf Rd,1
BC254,R01719MN,Salimbao-Delta Bridge Rd,1
BC254,R01720MN,Simuay Landasan-Parang Rd,1
BC254,R01721MN,Wye Length Davao-Cotabato Rd,1
BC255,R01722MN,Midsayap-Dulawan- Makar Rd,1
BC228,R01723MN,Dahican-Lawigan Road,1
BC243,R01724MN,Mayor Democrito D. Plaza II Ave,1
BC135,R01725MN,Zamboanga del Sur Coastal Rd,1
BC134,R01726MN,Pagadian City Airport Rd,1
BC243,R01727MN,Bancasi Airport Rd,1
